SalePrice,Gr Liv Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Garage Cars,Garage Area,Lot Area,Lot Frontage,Neighborhood,MS Zoning,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Type,Kitchen Qual,Bsmt Qual,Central Air,House Style
185900,1582,7,5,2004,2004,2.0,520.0,8320,64.0,CollgCr,RL,2,1,6,0,Attchd,Gd,Gd,Y,2Story
179900,1234,8,5,2007,2007,2.0,484.0,11049,85.0,CollgCr,RL,2,0,7,0,Attchd,Gd,Ex,Y,1Story
218836,1564,7,6,2007,2007,3.0,814.0,11058,85.0,CollgCr,RL,2,0,6,0,Attchd,Gd,Gd,Y,1Story
193000,1361,7,5,2007,2007,2.0,610.0,9627,74.0,CollgCr,RL,2,0,6,0,Attchd,Gd,Gd,Y,1Story
189000,1456,7,5,2005,2005,2.0,410.0,8199,63.0,CollgCr,RL,2,1,7,1,Attchd,Gd,Gd,Y,2Story
149300,848,6,5,2004,2004,2.0,420.0,4426,,CollgCr,RM,1,0,3,1,Attchd,Gd,Gd,Y,1Story
141000,848,6,5,2004,2004,2.0,420.0,4426,,CollgCr,RM,1,0,3,1,Attchd,Gd,Gd,Y,1Story
149000,848,6,5,2004,2004,2.0,420.0,4438,,CollgCr,RM,1,0,3,1,Attchd,Gd,Gd,Y,1Story
144500,848,6,5,2004,2004,2.0,420.0,4438,,CollgCr,RM,1,0,4,1,Attchd,Gd,Gd,Y,1Story
85000,796,5,7,1910,1950,0.0,0.0,8777,67.0,Edwards,RL,1,0,4,0,,TA,Fa,Y,1Story
145900,2200,5,7,1900,2003,0.0,0.0,8777,67.0,Edwards,RL,2,2,9,0,,TA,TA,Y,1.5Fin
123000,1092,5,5,1966,1966,1.0,264.0,9825,75.0,Edwards,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
147500,1256,5,6,1965,1965,1.0,276.0,9937,75.0,Edwards,RL,1,1,6,0,Attchd,TA,TA,Y,1Story
165000,1033,5,5,1976,1976,2.0,504.0,12102,64.0,Edwards,RL,1,0,6,0,BuiltIn,TA,Gd,Y,SFoyer
135000,1127,6,6,1976,1976,2.0,480.0,6500,65.0,Edwards,RL,1,1,6,1,Detchd,TA,TA,Y,1Story
108000,996,5,6,1940,1969,0.0,0.0,13907,63.0,Edwards,RL,1,0,6,1,,TA,TA,Y,1Story
137500,1181,4,5,1972,1972,2.0,588.0,10012,90.0,Edwards,RL,2,0,6,0,Detchd,TA,Gd,Y,SFoyer
165400,1656,7,5,2003,2004,2.0,397.0,6931,60.0,Edwards,RL,2,1,7,1,BuiltIn,Gd,Gd,Y,2Story
147000,1117,6,6,1977,1977,2.0,542.0,9638,,Edwards,RL,1,0,6,1,Attchd,TA,TA,Y,SLvl
160500,1398,6,7,1976,2001,2.0,440.0,7200,72.0,Edwards,RL,1,1,6,1,Attchd,TA,TA,Y,2Story
176000,1132,4,5,2005,2005,2.0,451.0,7024,60.0,Edwards,RL,1,1,5,0,Attchd,Gd,Gd,Y,1Story
284700,3820,5,7,1959,1996,2.0,624.0,47007,123.0,Edwards,RL,3,1,11,2,Attchd,Ex,,Y,1Story
160000,5642,10,5,2008,2008,2.0,1418.0,63887,313.0,Edwards,RL,2,1,12,3,Attchd,Ex,Ex,Y,2Story
148000,1072,6,5,2005,2005,2.0,525.0,3675,35.0,Edwards,RM,1,0,5,0,Basment,TA,Gd,Y,SLvl
82000,1152,4,5,1955,1955,0.0,0.0,6040,65.0,Edwards,RL,2,0,6,0,,Fa,,N,1Story
82000,1152,4,5,1955,1955,0.0,0.0,6012,65.0,Edwards,RL,2,0,6,0,,TA,,N,1Story
118000,1440,4,4,1955,1955,0.0,0.0,12108,92.0,Edwards,RL,2,0,8,0,,Fa,TA,N,1Story
82500,1152,4,5,1955,1955,0.0,0.0,6845,74.0,Edwards,RL,2,0,6,0,,TA,,N,1Story
91900,784,4,5,1955,1955,0.0,0.0,6931,56.0,Edwards,RL,1,0,4,0,,TA,TA,N,1Story
120000,1053,5,7,1938,2007,0.0,0.0,12180,60.0,Edwards,RL,1,1,5,0,,Ex,TA,Y,1.5Fin
96000,1137,5,8,1947,1993,0.0,0.0,8050,57.0,Edwards,RL,1,1,8,0,,TA,,Y,1.5Fin
99000,930,4,5,1953,1953,1.0,286.0,9520,68.0,Edwards,RL,1,0,5,0,Attchd,TA,Gd,Y,1Story
130500,1200,5,6,1946,1995,1.0,240.0,11767,70.0,Edwards,RL,1,0,6,0,Detchd,TA,TA,Y,1.5Fin
135000,1470,4,6,1954,1972,1.0,548.0,8172,60.0,Edwards,RL,2,0,7,0,Detchd,TA,TA,Y,1.5Fin
135500,1393,5,7,1955,1955,1.0,300.0,16466,59.0,Edwards,RL,1,1,8,0,Attchd,TA,TA,Y,1.5Fin
100000,1204,4,6,1954,1954,1.0,312.0,7692,62.0,Edwards,RL,1,0,6,0,Basment,TA,Ex,Y,SLvl
108000,1292,4,7,1923,2008,1.0,205.0,5142,67.0,Edwards,RL,1,1,6,0,Detchd,Gd,TA,Y,1.5Fin
98000,864,5,6,1925,1950,0.0,0.0,5604,67.0,Edwards,RL,1,0,5,0,,TA,TA,N,1Story
67000,864,3,3,1914,1950,0.0,0.0,8248,45.0,Edwards,RL,1,0,5,0,,TA,TA,N,1Story
135900,1716,5,6,1912,2000,0.0,0.0,5687,55.0,SWISU,RL,2,0,9,0,,Fa,TA,N,2Story
140000,1482,6,8,1925,1950,1.0,400.0,12155,,SWISU,RH,2,0,7,0,Detchd,Fa,TA,N,2Story
179500,2192,5,8,1939,1997,1.0,240.0,8400,60.0,SWISU,RL,2,1,8,1,Detchd,Gd,TA,Y,2.5Fin
136500,1694,6,5,1925,1950,2.0,576.0,8400,60.0,SWISU,RL,2,0,7,1,Detchd,TA,TA,Y,1.5Fin
168000,1424,7,8,1921,1950,1.0,312.0,7290,60.0,SWISU,RL,2,0,7,1,Attchd,TA,TA,Y,1Story
130000,1964,5,6,1911,1950,0.0,0.0,8525,55.0,SWISU,RH,1,1,7,0,,TA,TA,N,2Story
189000,2601,5,6,1921,1998,2.0,621.0,9842,51.0,SWISU,RL,3,1,8,0,BuiltIn,TA,TA,Y,2Story
161900,1920,6,7,1930,1950,2.0,480.0,7804,64.0,SWISU,RL,2,2,10,2,Detchd,TA,TA,Y,2.5Unf
145000,1316,6,6,1926,1950,1.0,369.0,8969,66.0,Crawfor,RL,1,0,6,1,Detchd,TA,TA,Y,2Story
191000,2555,6,7,1922,1994,2.0,672.0,11526,79.0,Crawfor,RL,2,0,11,1,Detchd,TA,Ex,Y,2.5Fin
177000,1680,6,7,1915,1976,1.0,308.0,15576,63.0,Crawfor,RL,2,0,8,0,Attchd,TA,Gd,Y,2Story
147500,1264,6,6,1914,1995,2.0,400.0,15564,63.0,Crawfor,RL,1,0,6,0,Detchd,TA,Gd,Y,1.5Fin
91000,790,6,5,1930,1950,1.0,160.0,6292,52.0,SWISU,RL,1,0,4,0,Detchd,TA,Gd,N,1Story
231000,1512,8,9,1925,1997,1.0,180.0,7609,54.0,Crawfor,RL,2,0,7,1,Detchd,Gd,Fa,Y,2Story
115000,1639,6,5,1936,1950,1.0,240.0,10480,51.0,SWISU,RL,1,0,6,0,Detchd,TA,TA,Y,1.5Fin
138000,1603,6,3,1923,1950,2.0,599.0,9650,,Crawfor,RL,1,0,7,1,Attchd,TA,TA,Y,2Story
149000,1502,7,6,1931,2000,1.0,270.0,7200,60.0,Crawfor,RL,1,1,6,1,Attchd,TA,Gd,Y,2Story
188700,1660,6,7,1934,1995,1.0,240.0,11988,74.0,Crawfor,RL,1,1,6,1,Detchd,TA,TA,Y,2Story
198000,1938,5,6,1937,1995,1.0,240.0,11700,,Crawfor,RL,2,0,7,1,Detchd,Gd,TA,Y,1.5Fin
110000,1374,5,4,1938,1950,1.0,225.0,9260,,Crawfor,RL,1,0,6,0,Detchd,TA,TA,Y,1.5Fin
104000,1091,6,5,1951,1951,1.0,344.0,7801,79.0,Crawfor,RL,1,0,5,1,Attchd,TA,TA,N,1Story
257076,1873,8,6,1935,1950,2.0,786.0,9670,100.0,Crawfor,RL,1,1,9,2,Detchd,TA,TA,Y,2Story
381000,3447,8,9,1935,1997,3.0,1014.0,14100,,Crawfor,RL,3,1,11,2,BuiltIn,Gd,TA,Y,1.5Fin
311500,1954,7,9,1939,2006,2.0,431.0,15660,,Crawfor,RL,1,1,8,2,Attchd,Gd,TA,Y,1.5Fin
263400,2161,7,9,1950,2000,2.0,506.0,12392,70.0,Crawfor,RL,2,1,8,2,Attchd,Gd,TA,Y,1.5Fin
236500,1898,5,5,1956,1956,2.0,484.0,26073,56.0,Crawfor,RL,2,1,7,2,Attchd,TA,TA,Y,1Story
224000,1640,6,7,1954,2006,2.0,924.0,14778,,Crawfor,RL,1,0,7,1,Detchd,Gd,TA,Y,1Story
116500,1032,6,6,1980,1980,2.0,462.0,1879,24.0,Blueste,RM,1,0,5,1,Detchd,TA,Gd,Y,2Story
151000,1556,6,6,1980,1980,2.0,452.0,1950,24.0,Blueste,RM,2,1,6,1,Attchd,TA,Gd,Y,2Story
126000,919,6,8,1926,1998,1.0,195.0,7000,50.0,IDOTRR,RM,1,0,5,0,Detchd,TA,TA,Y,1Story
120000,1090,6,8,1940,2006,1.0,240.0,6000,60.0,IDOTRR,RM,1,0,5,0,Detchd,TA,Fa,Y,1.5Fin
55000,796,4,4,1922,1950,0.0,0.0,3636,40.0,IDOTRR,RM,1,0,5,0,,TA,TA,N,1Story
120500,816,6,8,1930,2007,1.0,432.0,5890,,IDOTRR,RM,1,0,5,0,Detchd,TA,TA,Y,1Story
120500,778,5,6,1940,1955,1.0,924.0,6900,71.0,IDOTRR,RM,1,0,4,1,Detchd,TA,TA,Y,1Story
119000,1200,5,7,1930,1950,0.0,0.0,8155,58.0,IDOTRR,RM,1,0,7,0,,TA,Gd,Y,1.5Fin
126000,1656,5,5,1967,1967,1.0,288.0,6000,75.0,IDOTRR,RM,1,1,7,1,Attchd,TA,Gd,Y,SLvl
99500,912,5,7,1930,1995,1.0,360.0,7392,60.0,IDOTRR,RM,1,0,5,0,Detchd,TA,TA,Y,1Story
165500,1955,5,5,1958,1958,1.0,356.0,9000,75.0,IDOTRR,RM,2,0,7,0,Attchd,TA,TA,Y,1.5Fin
13100,733,1,5,1952,1952,2.0,487.0,14584,80.0,IDOTRR,A (agr),1,0,4,0,Attchd,Fa,,N,1Story
89000,1361,4,7,1895,1950,1.0,185.0,5280,60.0,IDOTRR,C (all),1,0,6,0,Detchd,TA,Po,N,2Story
40000,1317,4,4,1920,1950,1.0,250.0,8500,50.0,IDOTRR,C (all),1,0,6,0,Detchd,TA,TA,N,2Story
80900,1049,4,7,1910,2000,1.0,195.0,5150,52.0,IDOTRR,C (all),1,0,5,0,Detchd,TA,Po,N,1.5Fin
81000,894,3,4,1935,1950,3.0,1248.0,18000,120.0,IDOTRR,C (all),1,0,6,0,Detchd,TA,TA,Y,1Story
65000,864,4,6,1920,1950,1.0,216.0,9000,60.0,IDOTRR,C (all),1,1,5,0,Detchd,Fa,Fa,Y,2Story
392500,1652,8,5,2008,2008,2.0,482.0,5587,64.0,Crawfor,RM,2,0,5,1,Attchd,Gd,Ex,Y,1Story
294464,1648,8,5,2007,2008,2.0,525.0,3843,44.0,Crawfor,RM,2,0,5,1,Attchd,Ex,Ex,Y,1Story
250000,1646,7,5,2004,2005,2.0,482.0,3811,44.0,Crawfor,RM,2,0,5,1,Attchd,Ex,Ex,Y,1Story
275000,1646,8,5,2004,2005,2.0,482.0,3842,44.0,Crawfor,RM,2,0,5,1,Attchd,Gd,Ex,Y,1Story
300000,2032,7,5,1996,1997,3.0,786.0,23730,,Mitchel,RL,3,0,7,0,Attchd,Gd,Ex,Y,1Story
271000,1689,8,5,2002,2002,3.0,857.0,13265,,Mitchel,RL,2,0,7,2,Attchd,Gd,Gd,Y,1Story
213000,1820,7,5,1996,1997,3.0,816.0,11050,,Mitchel,RL,2,1,8,1,Attchd,Gd,Gd,Y,2Story
171000,1118,6,6,1977,1977,1.0,358.0,9880,76.0,Mitchel,RL,1,0,6,1,Attchd,TA,TA,Y,SLvl
171500,1279,6,6,1977,1977,2.0,473.0,10125,75.0,Mitchel,RL,2,0,6,2,Detchd,TA,TA,Y,1Story
100000,1872,5,4,1976,1976,2.0,484.0,10260,76.0,Mitchel,RL,2,2,8,0,Attchd,TA,,Y,2Story
228500,1689,4,5,1991,1991,2.0,432.0,9990,74.0,Mitchel,RL,2,0,6,1,Attchd,TA,Gd,Y,1Story
228950,1786,5,6,1965,1965,2.0,529.0,164660,,Timber,RL,2,0,7,2,Attchd,TA,TA,Y,1.5Fin
241500,1501,7,6,1986,1986,2.0,512.0,4084,42.0,Timber,RL,2,0,6,1,Attchd,Gd,Gd,Y,1Story
287000,2898,8,6,1976,1976,2.0,665.0,15498,,Timber,RL,2,0,10,1,Attchd,Gd,Gd,Y,1Story
294000,1537,8,5,2006,2007,3.0,788.0,11563,74.0,Timber,RL,2,0,8,0,Attchd,Gd,Ex,Y,1Story
293077,1646,8,5,2007,2008,3.0,800.0,9520,71.0,Timber,RL,2,0,7,1,Attchd,Gd,Gd,Y,1Story
264966,1780,8,5,2007,2007,2.0,612.0,12852,107.0,Timber,RL,2,1,6,1,Attchd,Gd,Gd,Y,2Story
172500,1442,5,5,2006,2007,2.0,400.0,9802,73.0,Timber,RL,2,1,6,0,BuiltIn,TA,Gd,Y,SLvl
167500,1394,5,5,2006,2007,2.0,400.0,9735,73.0,Timber,RL,2,1,7,0,BuiltIn,Gd,Gd,Y,SLvl
218689,1612,7,5,2008,2008,3.0,666.0,12018,81.0,Timber,RL,2,1,6,0,Attchd,Gd,Gd,Y,2Story
150000,1495,6,5,1989,1989,2.0,438.0,12890,75.0,Timber,RL,2,0,8,1,Attchd,TA,Gd,Y,1Story
184000,1651,6,5,1986,1986,2.0,616.0,12416,47.0,Timber,RL,2,0,7,1,Attchd,TA,Gd,Y,1Story
180000,1256,6,5,1986,1986,2.0,578.0,18265,93.0,Timber,RL,2,0,6,1,Attchd,Gd,Gd,Y,1Story
175000,1509,6,5,1988,1989,2.0,600.0,10200,85.0,Timber,RL,2,0,5,1,Attchd,Gd,Gd,Y,SLvl
232500,1440,8,5,2003,2003,2.0,467.0,11202,82.0,Timber,RL,2,0,7,1,Attchd,Gd,Ex,Y,1Story
195000,1675,6,5,1999,2000,2.0,435.0,7915,,Timber,RL,2,0,6,0,Attchd,Gd,Ex,Y,1Story
305000,2262,8,5,2003,2003,3.0,749.0,12244,85.0,Timber,RL,2,1,10,2,Attchd,Gd,Gd,Y,2Story
298751,1728,8,5,2007,2007,2.0,520.0,11449,79.0,Timber,RL,2,0,7,1,Attchd,Gd,Gd,Y,1Story
370000,1964,8,5,2005,2006,3.0,892.0,11447,85.0,Timber,RL,2,1,7,1,Attchd,Gd,Ex,Y,1Story
209200,1344,7,5,1997,1998,4.0,784.0,8940,97.0,Mitchel,RM,2,0,8,0,Attchd,TA,Gd,Y,SFoyer
206300,1344,7,5,1997,1998,4.0,784.0,7060,78.0,Mitchel,RM,2,0,8,0,Attchd,TA,Gd,Y,SFoyer
146000,1092,5,5,2007,2008,0.0,0.0,9278,77.0,Mitchel,RL,1,0,5,0,,TA,Gd,Y,1Story
160500,1189,6,5,1997,1997,2.0,392.0,4500,32.0,Mitchel,RM,2,0,4,0,Attchd,TA,Ex,Y,1Story
173000,1200,4,5,1964,1964,3.0,850.0,14137,150.0,Mitchel,RL,1,0,6,0,2Types,TA,Gd,Y,SFoyer
124000,1040,5,6,1975,1975,2.0,499.0,4224,,MeadowV,RM,1,0,6,0,Attchd,TA,Gd,Y,1Story
115000,1304,5,6,1976,1976,1.0,336.0,2665,,MeadowV,RM,1,1,4,1,BuiltIn,TA,Gd,Y,2Story
129500,1475,5,7,1976,1976,1.0,336.0,2665,41.0,MeadowV,RM,2,0,6,1,Attchd,TA,Gd,Y,2Story
105000,988,4,7,1973,2006,1.0,297.0,1974,21.0,MeadowV,RM,1,0,5,0,BuiltIn,TA,Gd,Y,SFoyer
94900,988,4,6,1973,1973,1.0,297.0,1596,21.0,MeadowV,RM,1,0,4,1,BuiltIn,TA,Gd,Y,SLvl
152500,1160,5,6,1968,1968,1.0,257.0,17979,,Mitchel,RL,1,0,6,0,Attchd,Gd,TA,Y,1Story
98000,1092,6,9,1970,2007,0.0,0.0,1477,21.0,MeadowV,RM,2,1,6,0,,TA,TA,Y,2Story
81000,630,4,7,1972,1972,0.0,0.0,1890,21.0,MeadowV,RM,1,0,3,0,,TA,Gd,Y,SFoyer
113000,988,5,5,1954,1954,2.0,520.0,21750,100.0,Mitchel,RL,1,0,4,0,Attchd,TA,TA,Y,1Story
128500,816,5,7,1983,1983,1.0,264.0,6490,59.0,Mitchel,RL,1,0,4,0,Attchd,TA,TA,Y,1Story
119500,923,5,5,1984,1985,1.0,264.0,6951,37.0,Mitchel,RL,1,0,5,0,Attchd,TA,TA,Y,1Story
130500,816,5,9,1982,2008,1.0,264.0,6600,60.0,Mitchel,RL,1,0,5,1,Attchd,Gd,TA,Y,1Story
138000,816,5,8,1982,2003,2.0,816.0,6600,60.0,Mitchel,RL,1,0,4,0,Detchd,TA,TA,Y,1Story
134500,845,5,6,1982,2005,1.0,264.0,6600,60.0,Mitchel,RL,1,0,6,0,Attchd,Gd,TA,Y,1Story
160000,1750,6,7,1940,1985,1.0,423.0,12508,75.0,Mitchel,RL,2,0,7,0,Attchd,TA,Gd,Y,1.5Fin
137500,889,5,6,1984,1984,2.0,484.0,12395,74.0,Mitchel,RL,1,0,6,0,Attchd,TA,TA,Y,1Story
172000,1968,5,4,1969,1969,2.0,530.0,11075,,Mitchel,RL,2,1,7,1,Attchd,TA,TA,Y,2Story
103000,1836,5,1,1900,1950,1.0,288.0,56600,,IDOTRR,I (all),2,0,7,0,Detchd,TA,TA,Y,2.5Unf
167300,1587,6,6,1971,1971,2.0,525.0,10667,85.0,NAmes,RL,2,0,7,1,Attchd,TA,TA,Y,1Story
167000,1277,7,5,1970,1970,2.0,526.0,10628,85.0,NAmes,RL,1,0,5,1,Attchd,TA,TA,Y,1Story
244000,2223,7,6,1973,1973,2.0,516.0,13651,95.0,NAmes,RL,2,0,8,2,Attchd,TA,Gd,Y,1Story
268000,2217,8,6,1970,1970,2.0,621.0,15865,95.0,NAmes,RL,2,0,8,1,Attchd,Gd,TA,Y,1Story
225000,1733,7,5,2003,2003,2.0,433.0,12394,,Gilbert,RL,2,1,7,1,BuiltIn,Gd,Gd,Y,2Story
168000,1572,6,5,1995,1996,2.0,373.0,10364,,Gilbert,RL,2,1,7,1,BuiltIn,TA,Gd,Y,2Story
177000,1470,6,6,1997,1997,2.0,388.0,13869,,Gilbert,RL,2,0,6,0,Attchd,TA,Gd,Y,2Story
169000,1600,6,5,1997,1997,2.0,460.0,8773,57.0,Gilbert,RL,2,1,7,1,Attchd,TA,Gd,Y,2Story
161500,1384,6,5,1997,1997,2.0,390.0,8872,56.0,Gilbert,RL,2,1,7,1,BuiltIn,TA,Gd,Y,SLvl
251000,1652,8,5,2000,2000,2.0,499.0,5330,41.0,StoneBr,RL,2,0,6,0,Attchd,Ex,Gd,Y,1Story
160000,1694,6,5,1994,1994,2.0,398.0,10147,,Gilbert,RL,2,1,7,1,BuiltIn,TA,Gd,Y,SLvl
180000,1714,6,5,1999,2000,2.0,451.0,8637,,Gilbert,RL,2,1,7,1,Attchd,TA,Gd,Y,2Story
178750,1553,7,5,1996,1996,2.0,420.0,7875,63.0,Gilbert,RL,2,1,6,0,Attchd,Gd,Gd,Y,2Story
176000,1253,7,5,1995,1996,2.0,402.0,7875,63.0,Gilbert,RL,2,0,6,1,Attchd,TA,Gd,Y,1Story
204000,2299,6,5,1999,2003,2.0,482.0,7500,60.0,Gilbert,RL,3,1,7,1,Attchd,TA,Gd,Y,2Story
160000,1187,7,5,1992,1993,2.0,420.0,9556,,Gilbert,RL,2,0,6,0,Attchd,Gd,Gd,Y,1Story
160000,1472,7,5,1991,1992,2.0,402.0,10784,,Gilbert,RL,2,1,7,1,Attchd,Gd,Gd,Y,SLvl
163900,1482,7,5,1992,1992,2.0,392.0,9125,,Gilbert,RL,2,1,7,1,Attchd,Gd,Gd,Y,SLvl
168000,1642,6,5,1993,1994,2.0,392.0,7655,,Gilbert,RL,2,1,7,1,Attchd,TA,Gd,Y,2Story
154204,1128,6,6,1964,1964,2.0,480.0,18160,160.0,Gilbert,RL,1,0,6,1,Attchd,TA,TA,Y,1Story
170000,1088,8,5,1986,1986,2.0,461.0,3696,,StoneBr,RL,1,1,5,0,Attchd,Gd,Gd,Y,1Story
207500,2090,7,5,1984,1984,2.0,577.0,5062,,StoneBr,RL,2,0,6,1,Attchd,Gd,Gd,Y,2Story
182000,1179,8,5,1988,1988,2.0,480.0,4740,38.0,StoneBr,RL,2,0,5,0,Attchd,TA,Gd,Y,1Story
212000,1321,8,5,1990,1990,2.0,484.0,5118,35.0,StoneBr,RL,1,0,4,1,Attchd,Gd,Gd,Y,1Story
377426,1922,9,5,2005,2006,3.0,676.0,14157,86.0,StoneBr,RL,2,0,8,1,Attchd,Gd,Ex,Y,1Story
349265,2541,8,5,2005,2005,3.0,729.0,12328,98.0,StoneBr,RL,3,1,10,1,BuiltIn,Ex,Ex,Y,2Story
591587,2338,9,5,2006,2007,3.0,1110.0,51974,52.0,StoneBr,RL,2,1,8,2,Attchd,Gd,Ex,Y,1Story
155000,1424,5,5,1969,1990,3.0,828.0,41600,195.0,Gilbert,RL,1,1,7,0,2Types,TA,Gd,Y,1Story
319900,1612,9,5,2006,2006,2.0,556.0,8035,61.0,StoneBr,RL,2,0,6,1,Attchd,Ex,Ex,Y,1Story
392000,1419,8,6,2007,2007,2.0,567.0,8089,60.0,StoneBr,RL,2,0,7,1,Attchd,Gd,Gd,Y,1Story
441929,2234,8,5,2006,2006,2.0,724.0,14082,85.0,StoneBr,RL,1,1,7,1,Attchd,Gd,Ex,Y,1Story
455000,2042,10,5,2006,2007,3.0,724.0,13870,81.0,StoneBr,RL,2,0,8,1,Attchd,Ex,Ex,Y,1Story
182900,1440,6,7,1981,1981,2.0,467.0,12546,,NWAmes,RL,2,0,7,1,Attchd,Gd,Gd,Y,1Story
174000,1284,6,5,1984,1984,2.0,480.0,10960,,NWAmes,RL,2,0,5,0,Attchd,TA,Gd,Y,1Story
178000,1868,6,7,1984,2003,2.0,477.0,12090,78.0,NWAmes,RL,3,1,7,1,BuiltIn,TA,Gd,Y,SLvl
176000,1479,7,7,1981,2003,2.0,484.0,12090,78.0,NWAmes,RL,2,1,6,1,Attchd,Gd,Gd,Y,2Story
213000,1664,7,6,1978,1985,2.0,663.0,12299,93.0,NWAmes,RL,2,0,7,1,Attchd,Gd,Gd,Y,1Story
192000,1930,7,5,1979,1979,2.0,481.0,11339,61.0,NWAmes,RL,2,1,9,1,Attchd,Gd,Gd,Y,2Story
190000,1969,7,6,1977,1977,2.0,534.0,11952,92.0,NWAmes,RL,2,1,8,1,Attchd,TA,Gd,Y,2Story
195000,2030,6,6,1976,1976,2.0,551.0,12046,,NWAmes,RL,2,1,8,1,Attchd,Gd,TA,Y,2Story
148000,1032,6,6,1978,1978,2.0,564.0,10395,,NWAmes,RL,2,0,6,1,Attchd,TA,Gd,Y,SLvl
151500,1177,6,6,1984,1984,2.0,495.0,11850,79.0,NWAmes,RL,2,0,6,0,Attchd,Gd,Gd,Y,1Story
197000,1725,7,6,1979,1979,2.0,550.0,11584,80.0,NWAmes,RL,2,1,6,1,Attchd,TA,TA,Y,SLvl
192350,1353,6,5,1979,1999,2.0,478.0,10400,80.0,NWAmes,RL,2,0,5,1,Attchd,TA,Gd,Y,1Story
152000,1620,5,5,1969,1969,2.0,462.0,10793,80.0,NWAmes,RL,2,1,7,0,Attchd,TA,TA,Y,2Story
170000,1220,6,5,1971,1971,2.0,944.0,13001,128.0,NWAmes,RL,2,0,6,1,Attchd,TA,TA,Y,1Story
175000,1484,5,6,1971,1971,2.0,487.0,12243,70.0,NWAmes,RL,2,0,7,1,Attchd,TA,Gd,Y,1Story
175000,1743,6,6,1968,1968,2.0,539.0,11700,90.0,NWAmes,RL,1,2,7,1,Attchd,TA,TA,Y,2Story
197900,1935,7,7,1976,1976,2.0,550.0,12384,,NWAmes,RL,2,1,7,1,Attchd,TA,Gd,Y,2Story
174000,1324,7,6,1976,1976,2.0,585.0,8991,64.0,NWAmes,RL,2,0,5,1,Attchd,Gd,Gd,Y,SLvl
178900,1877,6,6,1974,1974,2.0,488.0,8000,80.0,NWAmes,RL,2,1,8,1,Attchd,TA,TA,Y,2Story
139000,1109,5,7,1971,2005,1.0,288.0,10500,70.0,NAmes,RL,1,0,5,0,BuiltIn,TA,TA,Y,SLvl
143250,981,6,5,1971,1971,2.0,576.0,10530,,NAmes,RL,1,1,5,0,Detchd,TA,TA,Y,1Story
184000,1479,7,9,1972,2004,2.0,484.0,7472,,NAmes,RL,1,1,7,0,Attchd,Gd,TA,Y,2Story
155000,1422,5,6,1970,1990,2.0,576.0,9457,63.0,NAmes,RL,1,0,7,0,Detchd,TA,TA,Y,1Story
133000,914,5,5,1970,2002,1.0,368.0,7920,66.0,NAmes,RL,1,0,5,0,Attchd,Ex,TA,Y,1Story
119500,950,5,5,1971,1971,1.0,280.0,9758,61.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
123000,872,4,5,1971,1971,4.0,480.0,8294,70.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
110000,858,4,6,1971,1971,1.0,684.0,7340,,NAmes,RL,1,0,4,0,Detchd,TA,TA,Y,1Story
128000,914,4,7,1961,1961,1.0,270.0,17199,,NAmes,RL,1,0,4,0,Basment,TA,TA,Y,1Story
120500,864,4,6,1971,1971,2.0,528.0,9000,60.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
133000,767,7,5,1998,1998,1.0,367.0,4058,34.0,NAmes,RH,1,0,4,0,Attchd,TA,Gd,Y,SFoyer
155000,1337,6,5,2001,2001,2.0,511.0,4113,33.0,NAmes,RH,2,0,5,1,Attchd,Gd,Gd,Y,1Story
177000,1337,6,5,1997,1998,2.0,522.0,10943,26.0,NAmes,RH,2,0,5,1,Attchd,Gd,Gd,Y,1Story
113500,1092,6,6,1973,1973,1.0,264.0,2205,21.0,BrDale,RM,1,1,6,0,Detchd,TA,TA,Y,2Story
113000,1218,6,5,1973,1973,1.0,264.0,1890,21.0,BrDale,RM,1,1,7,0,Detchd,TA,TA,Y,2Story
113700,1218,6,5,1973,1973,1.0,264.0,2058,21.0,BrDale,RM,1,1,7,0,Detchd,Ex,TA,Y,2Story
106000,1302,5,5,1970,1970,2.0,440.0,2016,24.0,BrDale,RM,2,1,6,0,Detchd,TA,TA,Y,2Story
122500,1365,5,5,1971,1971,2.0,440.0,1920,24.0,BrDale,RM,1,1,6,0,Detchd,TA,TA,Y,2Story
128000,958,6,5,1976,1976,2.0,440.0,4928,,NPkVill,RL,2,0,5,1,Attchd,TA,Gd,Y,1Story
155000,1548,6,6,1976,1976,2.0,440.0,2308,24.0,NPkVill,RL,2,1,7,1,Detchd,Gd,Gd,Y,2Story
142500,1055,7,7,1978,1978,1.0,319.0,2304,24.0,NPkVill,RL,2,0,4,0,Attchd,TA,Gd,Y,1Story
129250,988,5,6,1966,1966,1.0,360.0,7150,65.0,NAmes,RL,1,0,5,0,Detchd,TA,TA,Y,1Story
356000,1816,9,5,2006,2007,3.0,730.0,12469,96.0,NridgHt,RL,2,0,7,1,Attchd,Ex,Ex,Y,1Story
314813,1828,9,5,2007,2007,3.0,774.0,11694,90.0,NridgHt,RL,2,0,9,1,Attchd,Gd,Ex,Y,1Story
