SalePrice,Gr Liv Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Garage Cars,Garage Area,Lot Area,Lot Frontage,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Kitchen Qual,Bsmt Qual,Central Air,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl
125600,1079,7,5,1948,1950,1.0,249.0,5190,50.0,1,0,5,1,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
155000,1094,6,5,1953,1953,2.0,495.0,10452,85.0,1,0,5,2,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
240000,2358,6,8,1908,1997,2.0,360.0,45600,75.0,3,0,10,1,2.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
185000,1674,6,7,1918,1950,2.0,396.0,21780,66.0,2,0,8,1,2.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
235000,2108,6,7,1935,1986,2.0,540.0,13728,120.0,2,0,7,2,3.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
159900,1509,5,6,1956,1956,1.0,322.0,9571,68.0,1,0,6,1,3.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
134500,1269,6,8,1962,2001,1.0,280.0,9360,50.0,1,1,7,0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
119000,1367,5,8,1900,1950,1.0,384.0,8405,50.0,1,0,7,0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
125000,1164,5,5,1950,1950,1.0,240.0,10880,68.0,1,0,5,0,2.0,2.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
95000,1111,5,6,1941,1950,1.0,200.0,9084,60.0,1,0,5,0,2.0,2.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
262280,2329,7,5,1990,1990,2.0,514.0,11839,86.0,2,1,10,1,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
226500,1626,7,5,1994,1994,2.0,534.0,9938,80.0,2,1,7,1,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
229000,2037,7,5,1996,1996,2.0,472.0,10541,85.0,2,1,8,1,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
177439,1356,7,5,2007,2007,2.0,484.0,10616,65.0,2,1,6,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
248500,1615,8,5,2007,2007,3.0,864.0,9345,65.0,2,0,7,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
475000,2276,9,5,2008,2008,3.0,1348.0,11778,91.0,2,0,7,2,4.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
395039,1766,9,5,2008,2008,3.0,874.0,11778,91.0,2,1,8,2,4.0,4.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
228000,2097,7,5,1993,1993,3.0,678.0,11228,59.0,2,1,9,1,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
200000,1688,6,5,1997,1997,2.0,603.0,12798,79.0,2,1,8,0,3.0,3.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
155000,990,5,7,1994,1994,2.0,528.0,9750,65.0,1,0,5,0,2.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
144000,1099,5,6,1995,2006,1.0,352.0,9525,75.0,1,1,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
145000,990,5,5,1994,1995,2.0,672.0,9245,57.0,1,0,5,0,2.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
207500,1652,7,5,2000,2000,2.0,532.0,8998,68.0,2,1,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
193000,1790,7,5,1999,1999,2.0,588.0,9179,68.0,2,1,7,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
188000,1724,7,5,1998,1999,2.0,527.0,8924,57.0,2,1,8,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
191000,1479,7,5,1999,2000,2.0,577.0,9382,93.0,2,0,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
221000,1494,7,5,2002,2002,2.0,530.0,12803,88.0,2,0,6,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
231500,1792,7,5,2001,2001,2.0,564.0,12435,80.0,2,1,7,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
235000,1823,7,5,2000,2001,2.0,626.0,12192,75.0,2,1,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
223500,1786,7,5,2001,2002,2.0,608.0,11250,68.0,2,1,6,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
149900,985,5,8,1977,1977,1.0,328.0,8385,65.0,2,0,6,0,2.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
163000,1558,5,6,1975,2001,2.0,440.0,14330,40.0,2,0,5,0,2.0,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
110000,924,5,6,1975,1975,1.0,280.0,7990,88.0,1,0,5,0,2.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
127000,864,5,7,1972,1972,1.0,352.0,7180,60.0,1,0,5,0,2.0,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
124900,780,5,7,1972,1972,1.0,352.0,7200,60.0,1,0,4,0,2.0,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
230000,1795,8,5,2002,2002,2.0,534.0,9742,75.0,2,0,7,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
237000,2031,8,5,2002,2002,2.0,577.0,9473,75.0,2,1,7,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
230000,1852,8,5,1999,2000,3.0,660.0,9066,73.0,2,1,7,2,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
222500,2031,7,5,1998,1999,2.0,541.0,11404,75.0,2,1,8,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
224900,1768,7,5,2003,2003,2.0,543.0,8158,65.0,2,1,8,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
240000,2327,7,5,2003,2003,2.0,596.0,10905,41.0,2,1,9,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
183000,1640,7,5,2003,2003,2.0,595.0,7226,72.0,2,1,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
207000,1764,8,5,1999,2000,2.0,560.0,11690,96.0,2,1,7,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
210000,1908,7,5,1994,1995,2.0,493.0,8750,70.0,2,1,8,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
136500,848,6,5,2003,2003,2.0,420.0,4435,37.0,1,0,3,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
208900,1493,6,5,1997,1998,2.0,508.0,13125,75.0,2,0,7,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
185000,1838,6,5,1997,1998,3.0,721.0,10126,83.0,2,0,8,0,2.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
214000,1536,7,5,2002,2003,2.0,532.0,9135,70.0,2,0,7,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
208500,1710,7,5,2003,2003,2.0,548.0,8450,65.0,2,1,8,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
186500,1445,7,5,2004,2004,2.0,470.0,9750,75.0,2,0,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
210000,1436,7,5,2004,2004,2.0,484.0,8450,65.0,2,0,8,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
185900,1582,7,5,2004,2004,2.0,520.0,8320,64.0,2,1,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
179900,1234,8,5,2007,2007,2.0,484.0,11049,85.0,2,0,7,0,3.0,4.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
218836,1564,7,6,2007,2007,3.0,814.0,11058,85.0,2,0,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
193000,1361,7,5,2007,2007,2.0,610.0,9627,74.0,2,0,6,0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
189000,1456,7,5,2005,2005,2.0,410.0,8199,63.0,2,1,7,1,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
123000,1092,5,5,1966,1966,1.0,264.0,9825,75.0,1,0,6,0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
147500,1256,5,6,1965,1965,1.0,276.0,9937,75.0,1,1,6,0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
165000,1033,5,5,1976,1976,2.0,504.0,12102,64.0,1,0,6,0,2.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
135000,1127,6,6,1976,1976,2.0,480.0,6500,65.0,1,1,6,1,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
137500,1181,4,5,1972,1972,2.0,588.0,10012,90.0,2,0,6,0,2.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
165400,1656,7,5,2003,2004,2.0,397.0,6931,60.0,2,1,7,1,3.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
160500,1398,6,7,1976,2001,2.0,440.0,7200,72.0,1,1,6,1,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
176000,1132,4,5,2005,2005,2.0,451.0,7024,60.0,1,1,5,0,3.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
160000,5642,10,5,2008,2008,2.0,1418.0,63887,313.0,2,1,12,3,4.0,4.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
148000,1072,6,5,2005,2005,2.0,525.0,3675,35.0,1,0,5,0,2.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
99000,930,4,5,1953,1953,1.0,286.0,9520,68.0,1,0,5,0,2.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
130500,1200,5,6,1946,1995,1.0,240.0,11767,70.0,1,0,6,0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
135000,1470,4,6,1954,1972,1.0,548.0,8172,60.0,2,0,7,0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
135500,1393,5,7,1955,1955,1.0,300.0,16466,59.0,1,1,8,0,2.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
100000,1204,4,6,1954,1954,1.0,312.0,7692,62.0,1,0,6,0,2.0,4.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
108000,1292,4,7,1923,2008,1.0,205.0,5142,67.0,1,1,6,0,3.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
179500,2192,5,8,1939,1997,1.0,240.0,8400,60.0,2,1,8,1,3.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
136500,1694,6,5,1925,1950,2.0,576.0,8400,60.0,2,0,7,1,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
168000,1424,7,8,1921,1950,1.0,312.0,7290,60.0,2,0,7,1,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
189000,2601,5,6,1921,1998,2.0,621.0,9842,51.0,3,1,8,0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
161900,1920,6,7,1930,1950,2.0,480.0,7804,64.0,2,2,10,2,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
145000,1316,6,6,1926,1950,1.0,369.0,8969,66.0,1,0,6,1,2.0,2.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
191000,2555,6,7,1922,1994,2.0,672.0,11526,79.0,2,0,11,1,2.0,4.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
177000,1680,6,7,1915,1976,1.0,308.0,15576,63.0,2,0,8,0,2.0,3.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
147500,1264,6,6,1914,1995,2.0,400.0,15564,63.0,1,0,6,0,2.0,3.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
91000,790,6,5,1930,1950,1.0,160.0,6292,52.0,1,0,4,0,2.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
231000,1512,8,9,1925,1997,1.0,180.0,7609,54.0,2,0,7,1,3.0,1.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
115000,1639,6,5,1936,1950,1.0,240.0,10480,51.0,1,0,6,0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
149000,1502,7,6,1931,2000,1.0,270.0,7200,60.0,1,1,6,1,2.0,3.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
188700,1660,6,7,1934,1995,1.0,240.0,11988,74.0,1,1,6,1,2.0,2.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
104000,1091,6,5,1951,1951,1.0,344.0,7801,79.0,1,0,5,1,2.0,2.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
257076,1873,8,6,1935,1950,2.0,786.0,9670,100.0,1,1,9,2,2.0,2.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
263400,2161,7,9,1950,2000,2.0,506.0,12392,70.0,2,1,8,2,3.0,2.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
236500,1898,5,5,1956,1956,2.0,484.0,26073,56.0,2,1,7,2,2.0,2.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
116500,1032,6,6,1980,1980,2.0,462.0,1879,24.0,1,0,5,1,2.0,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
151000,1556,6,6,1980,1980,2.0,452.0,1950,24.0,2,1,6,1,2.0,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
126000,919,6,8,1926,1998,1.0,195.0,7000,50.0,1,0,5,0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
120000,1090,6,8,1940,2006,1.0,240.0,6000,60.0,1,0,5,0,2.0,1.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
120500,778,5,6,1940,1955,1.0,924.0,6900,71.0,1,0,4,1,2.0,2.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
126000,1656,5,5,1967,1967,1.0,288.0,6000,75.0,1,1,7,1,2.0,3.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
99500,912,5,7,1930,1995,1.0,360.0,7392,60.0,1,0,5,0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
165500,1955,5,5,1958,1958,1.0,356.0,9000,75.0,2,0,7,0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
89000,1361,4,7,1895,1950,1.0,185.0,5280,60.0,1,0,6,0,2.0,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
40000,1317,4,4,1920,1950,1.0,250.0,8500,50.0,1,0,6,0,2.0,2.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
80900,1049,4,7,1910,2000,1.0,195.0,5150,52.0,1,0,5,0,2.0,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
81000,894,3,4,1935,1950,3.0,1248.0,18000,120.0,1,0,6,0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
